Address,Town,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AccessNote,AdultChange,ChangingPlaces,AdultChangeNote,BabyChange,BabyCareRoom,BabyChangeNote,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
276 Clyde Road,Berwick,,-38.05923,145.338235,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Main Rd,Nelson,,-38.04752951,141.0081754,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 7am-7pm, Sun 8am-6pm, Sat 7am-6pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Station Street & Lochiel Avenue,Edithvale,,-38.034187,145.106456,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Sat 5am-11pm, Sun 6am-10pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
60 - 64 Princes Highway,Doveton,,-38.002882,145.249079,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Princess Highway & Posties Road,Little River,,-38.00267617,144.4924971,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
1705 Princes Fwy,Little River,,-38.00162001,144.4914238,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
122 Boundary Road,Braeside,,-38.00108105,145.1054871,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
974 Heatherton Road,Springvale South,,-37.96351737,145.1605144,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sun 6am-10pm, Mon-Sat 5am-10pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
725 Heatherton Road,Clayton South,,-37.960269,145.135879,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 5am-10pm, Sat-Sun 7am-8pm",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
601 Hampton Street,Brighton,,-37.92951895,145.003911,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1358 Centre Road,Clayton South,,-37.928812,145.120403,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-11pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
682 - 688 Springvale Road,Mulgrave,,-37.918255,145.158861,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1524 Burwood Highway,Tecoma,,-37.90639,145.342572,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 4am-10pm, Sat 5am-9pm, Sun 6am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Stephensons Road & Ferntree Gully Road,Mount Waverley,,-37.899094,145.124441,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1400 Dandenong Road,Oakleigh,,-37.893561,145.090402,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
716 - 720 Warrigal Road,Chadstone,,-37.881046,145.09092,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
162 - 168 Warrigal Road,Oakleigh,,-37.881044,145.090517,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
101 Waverley Road (Corner Burke Road),Malvern East,,-37.875978,145.048185,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Sat 5:30am-11:59pm, Sun 7am-11:59pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
44 - 56 High Street,Glen Iris,,-37.86189,145.065942,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
549 High Street,Prahran,,-37.85357917,145.00662,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
144 Burwood Highway,Burwood,,-37.850405,145.103779,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
500 Malvern Road,Prahran,,-37.848141,145.002871,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
261 - 269 Melbourne Road,Newport,,-37.847402,144.886356,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-10pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
15 Fitzgerald Road,Laverton North,,-37.843386,144.781998,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
313 Kings Way,South Melbourne,,-37.83401177,144.9690591,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
581 Church Street,Richmond,,-37.831111,144.99707,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
891 Canterbury Road,Box Hill,,-37.828604,145.122212,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
322 City Road,Southbank,,-37.827806,144.958058,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
232 - 236 Main Street,Bairnsdale,,-37.82908674,147.6148462,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-12am,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
282 Swan Street,Richmond,,-37.82604,145.0003858,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
737 Geelong Road,Brooklyn,,-37.820634,144.835578,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1760 Princes Highway,Johnsonville,,-37.82046722,147.8323955,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-8pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
839 Mount Dandenong Road,Montrose,,-37.811974,145.336978,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-10pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
143 - 153 Johnston Street,Fitzroy North,,-37.798311,144.979844,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
117 Elgin Street,Carlton,,-37.79759,144.970726,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1399 - 1401 Burke Road,Kew East,,-37.794848,145.06341,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
103 Cardigan Road,Mooroolbark,,-37.789015,145.328395,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 7am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
882 Doncaster Road,Doncaster East,,-37.78724,145.145055,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
271 Saint Georges Road,Fitzroy North,,-37.78231124,144.9845184,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
277 - 281 Ballarat Road,Braybrook,,-37.780207,144.85618,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Maroondah Highway & Old Melbourne Road,Chirnside Park,,-37.765806,145.303208,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1001 - 1007 Western Highway,Deer Park,,-37.761977,144.752672,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
410 St Georges Road,Thornbury,,-37.756159,144.993982,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-11pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Western Highway & Caroline Springs Boulevard,Caroline Springs,,-37.756152,144.73967,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
184 Bell Street,Heidelberg,,-37.752298,145.049323,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
408 Bell Street,Preston,,-37.744583,144.998058,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-11pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
19 Keilor Park Drive,Keilor Park,,-37.72345579,144.8494517,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
925 Plenty Road,Kingsbury,,-37.719808,145.036776,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
35 - 37 Gisborne Crescent,Reservoir,,-37.71847,145.021858,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Main Road & Beard Street,Eltham,,-37.703967,145.160171,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-10pm,Station open 24 hours but facilities only available between 5am-10pm,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
72 Keon Parade,Thomastown,,-37.69594,145.021551,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Glenelg Highway,Skipton,,-37.685704,143.329764,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sun 7am-8pm, Mon-Sat 6am-8pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1489 Hume Highway,Campbellfield,,-37.68423561,144.9573752,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
274 Diamond Creek Road,Diamond Creek,,-37.67967508,145.1232677,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Centre Road & Melbourne Drive,Melbourne Airport,,-37.670639,144.853199,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Holden Road & Calder Freeway,Calder Park,,-37.6649596,144.7477062,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
501 Warrenheip Street,Buninyong,,-37.649673,143.884268,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Scanlon Drive & Cooper Street,Epping,,-37.64775785,144.9939036,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
Corner Scanlon Drive & Cooper Street,Epping,,-37.64781846,144.9940392,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
24-26 Memorial Drive,Glenthompson,,-37.63648239,142.5475461,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 7am-9pm, Sun 9am-8pm, Sat 8am-8pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
171 - 173 Hume Highway,Somerton,,-37.62889305,144.9488869,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
6498 Western Freeway,Ballan,,-37.59052825,144.2441394,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
72 Hanson Road,Craigieburn,,-37.592548,144.937337,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1 Henty Street,Casterton,,-37.58304494,141.4083946,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 7am-5:30pm, Sat 8am-12pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1601 Sturt Street,Ballarat Central,,-37.555694,143.817957,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
702 Creswick Road,Ballarat Central,,-37.541939,143.850096,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 5am-9pm, Sat-Sun 6am-9pm",,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE
70 Main Road,Riddells Creek,,-37.46314973,144.6758672,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-6pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
104 High Street,Wallan,,-37.4112814,144.9796364,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1050 Hume Freeway,Wallan,,-37.40346622,145.0177272,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
143 Vincent Street,Daylesford,,-37.34762296,144.1422981,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-10pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Calder Highway,Keilor North,,-37.66527696,144.7530612,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
55 High Street,Kyneton,,-37.25028751,144.4555855,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat-Sun 6am-9pm, Mon-Fri 5:30am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
57 Longfield Street,Stawell,,-37.06405981,142.7646858,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
228 Barker Street,Castlemaine,,-37.06284424,144.2173746,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-12am,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
145 Mount Buller Road,Mansfield,,-37.06069534,146.0983563,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6:30am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
58 Anzac Avenue,Seymour,,-37.02828155,145.1420011,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat-Mon 6am-12am, Tue-Fri 5am-12am",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
34 High Street,Harcourt,,-36.99717221,144.2615566,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 5:30am-8pm, Sat 7am-8pm, Sun 7:30am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
212 High Street,Heathcote,,-36.91815608,144.7047134,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-10pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Escourt Street,Navarre,,-36.89992942,143.1132044,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 9am-6pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
951-953 Wellington Street,Strathfieldsaye,,-36.80661172,144.3581584,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
125 Condon Street,Kennington,,-36.77272089,144.3044922,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-11pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
29 Taracombe Street,Euroa,,-36.75025,145.577503,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5:30am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
43 Ocallaghans Parade,Horsham,,-36.72275,142.204682,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-10pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Midland Highway & Taylor Street,Epsom,,-36.717776,144.313206,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
11 Peg Leg Road,Eaglehawk,,-36.71774816,144.2514891,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-11pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
4 Dimboola Road,Horsham,,-36.71136319,142.1983213,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
1 Margaret Street,Elmore,,-36.49665206,144.6075117,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat 6am-9pm, Mon-Fri 5am-9pm, Sun 6:30am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hume Freeway Wangaratta South,Wangaratta South,,-36.43943434,146.2500005,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
105 Mclennan Street,Mooroopna,,-36.395016,145.357532,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-12am,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Echuca Road & O'Brien Street,Mooroopna,,-36.386393,145.355853,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 5am-11pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
104 Wood Street,Donald,,-36.371806,142.983515,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat-Sun 7am-7pm, Mon-Fri 6am-8pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Corner Mary Street & Ramsey Street,Rochester,,-36.36035575,144.6985017,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
10 Allan Street,Kyabram,,-36.313633,145.033242,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
91-93 High Street,Charlton,,-36.27023035,143.3525336,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 6:30am-9pm, Sat-Sun 7am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
21 Towong Road,Corryong,,-36.19302721,147.9099382,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 7am-6pm, Sat-Sun 7:30am-1pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
109-113 Melrose Drive,West Wodonga,,-36.1283006,146.8655942,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
105 Henty Hwy,Beulah,,-35.934776,142.422435,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 8:30am-5:30pm, Sat 8:30am-12pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
3705 Murray Valley Highway,Cobram,,-35.92154151,145.6380159,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
90 Murray Valley Highway,Kerang,,-35.738296,143.918673,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat-Sun 7am-7:30pm, Mon-Fri 5:30am-8:30pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
8 Sunraysia Highway,Speed,,-35.402153,142.439,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
410 Campbell Street,Swan Hill,,-35.34642233,143.5615465,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-10pm,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
2599 Murray Valley Highway,Nyah,,-35.185759,143.377194,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat-Sun 5:30am-8:30pm, Mon-Fri 5am-8:30pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
